case_id,fixture_id,status,lighting,expected_level1,expected_level2,observed_level1,observed_level2,display_label_vi,margin,uncertain,reason
PM-COLOR-P37-MAGENTA-WARM,physical-37-magenta,NOT_RUN,warm,physical-reference-unavailable,magenta,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P37-MAGENTA-LOW,physical-37-magenta,NOT_RUN,low,physical-reference-unavailable,magenta,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P38-ORCHID-NEUTRAL,physical-38-orchid,NOT_RUN,neutral,physical-reference-unavailable,orchid,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P38-ORCHID-WARM,physical-38-orchid,NOT_RUN,warm,physical-reference-unavailable,orchid,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P38-ORCHID-LOW,physical-38-orchid,NOT_RUN,low,physical-reference-unavailable,orchid,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P39-RED-NEUTRAL,physical-39-red,NOT_RUN,neutral,physical-reference-unavailable,red,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P39-RED-WARM,physical-39-red,NOT_RUN,warm,physical-reference-unavailable,red,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P39-RED-LOW,physical-39-red,NOT_RUN,low,physical-reference-unavailable,red,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P40-MAROON-NEUTRAL,physical-40-maroon,NOT_RUN,neutral,physical-reference-unavailable,maroon,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P40-MAROON-WARM,physical-40-maroon,NOT_RUN,warm,physical-reference-unavailable,maroon,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P40-MAROON-LOW,physical-40-maroon,NOT_RUN,low,physical-reference-unavailable,maroon,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P41-FIREBRICK-NEUTRAL,physical-41-firebrick,NOT_RUN,neutral,physical-reference-unavailable,firebrick,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P41-FIREBRICK-WARM,physical-41-firebrick,NOT_RUN,warm,physical-reference-unavailable,firebrick,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P41-FIREBRICK-LOW,physical-41-firebrick,NOT_RUN,low,physical-reference-unavailable,firebrick,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P42-CRIMSON-NEUTRAL,physical-42-crimson,NOT_RUN,neutral,physical-reference-unavailable,crimson,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P42-CRIMSON-WARM,physical-42-crimson,NOT_RUN,warm,physical-reference-unavailable,crimson,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P42-CRIMSON-LOW,physical-42-crimson,NOT_RUN,low,physical-reference-unavailable,crimson,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P43-WHITE-NEUTRAL,physical-43-white,NOT_RUN,neutral,physical-reference-unavailable,white,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P43-WHITE-WARM,physical-43-white,NOT_RUN,warm,physical-reference-unavailable,white,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P43-WHITE-LOW,physical-43-white,NOT_RUN,low,physical-reference-unavailable,white,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P44-IVORY-NEUTRAL,physical-44-ivory,NOT_RUN,neutral,physical-reference-unavailable,ivory,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P44-IVORY-WARM,physical-44-ivory,NOT_RUN,warm,physical-reference-unavailable,ivory,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P44-IVORY-LOW,physical-44-ivory,NOT_RUN,low,physical-reference-unavailable,ivory,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P45-WHITE-SMOKE-NEUTRAL,physical-45-white_smoke,NOT_RUN,neutral,physical-reference-unavailable,white_smoke,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P45-WHITE-SMOKE-WARM,physical-45-white_smoke,NOT_RUN,warm,physical-reference-unavailable,white_smoke,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P45-WHITE-SMOKE-LOW,physical-45-white_smoke,NOT_RUN,low,physical-reference-unavailable,white_smoke,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P46-BEIGE-NEUTRAL,physical-46-beige,NOT_RUN,neutral,physical-reference-unavailable,beige,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P46-BEIGE-WARM,physical-46-beige,NOT_RUN,warm,physical-reference-unavailable,beige,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P46-BEIGE-LOW,physical-46-beige,NOT_RUN,low,physical-reference-unavailable,beige,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P47-YELLOW-NEUTRAL,physical-47-yellow,NOT_RUN,neutral,physical-reference-unavailable,yellow,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P47-YELLOW-WARM,physical-47-yellow,NOT_RUN,warm,physical-reference-unavailable,yellow,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P47-YELLOW-LOW,physical-47-yellow,NOT_RUN,low,physical-reference-unavailable,yellow,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P48-KHAKI-NEUTRAL,physical-48-khaki,NOT_RUN,neutral,physical-reference-unavailable,khaki,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P48-KHAKI-WARM,physical-48-khaki,NOT_RUN,warm,physical-reference-unavailable,khaki,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P48-KHAKI-LOW,physical-48-khaki,NOT_RUN,low,physical-reference-unavailable,khaki,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P49-GOLD-NEUTRAL,physical-49-gold,NOT_RUN,neutral,physical-reference-unavailable,gold,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P49-GOLD-WARM,physical-49-gold,NOT_RUN,warm,physical-reference-unavailable,gold,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P49-GOLD-LOW,physical-49-gold,NOT_RUN,low,physical-reference-unavailable,gold,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P50-LIGHT-YELLOW-NEUTRAL,physical-50-light_yellow,NOT_RUN,neutral,physical-reference-unavailable,light_yellow,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P50-LIGHT-YELLOW-WARM,physical-50-light_yellow,NOT_RUN,warm,physical-reference-unavailable,light_yellow,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
PM-COLOR-P50-LIGHT-YELLOW-LOW,physical-50-light_yellow,NOT_RUN,low,physical-reference-unavailable,light_yellow,,,,,,No consented/licensed physical capture was supplied for this frozen observation.
